File,EEG 1-bc_avg_c,EEG 2-bc_avg_c,EEG 3-bc_avg_c,EEG 4-bc_avg_c,EEG 5-bc_avg_c,EEG 6-bc_avg_c,EEG 7-bc_avg_c,EEG 8-bc_avg_c,EEG 9-bc_avg_c,EEG 10-bc_avg_c,EEG 11-bc_avg_c,EEG 12-bc_avg_c,EEG 13-bc_avg_c,EEG 14-bc_avg_c,EEG 15-bc_avg_c,EEG 16-bc_avg_c,EEG 17-bc_avg_c,EEG 18-bc_avg_c,EEG 19-bc_avg_c,EEG 20-bc_avg_c,EEG 21-bc_avg_c,EEG 22-bc_avg_c,EEG 23-bc_avg_c,EEG 24-bc_avg_c,EEG 25-bc_avg_c,EEG 26-bc_avg_c,EEG 27-bc_avg_c,EEG 28-bc_avg_c,EEG 29-bc_avg_c,EEG 30-bc_avg_c,EEG 31-bc_avg_c,EEG 32-bc_avg_c,EEG 33-bc_avg_c,EEG 34-bc_avg_c,EEG 35-bc_avg_c,EEG 36-bc_avg_c,EEG 37-bc_avg_c,EEG 38-bc_avg_c,EEG 39-bc_avg_c,EEG 40-bc_avg_c,EEG 41-bc_avg_c,EEG 42-bc_avg_c,EEG 43-bc_avg_c,EEG 44-bc_avg_c,EEG 45-bc_avg_c,EEG 46-bc_avg_c,EEG 47-bc_avg_c,EEG 48-bc_avg_c,EEG 49-bc_avg_c,EEG 50-bc_avg_c,EEG 51-bc_avg_c,EEG 52-bc_avg_c,EEG 53-bc_avg_c,EEG 54-bc_avg_c,EEG 55-bc_avg_c,EEG 56-bc_avg_c,EEG 57-bc_avg_c,EEG 58-bc_avg_c,EEG 59-bc_avg_c,EEG 60-bc_avg_c,EEG 61-bc_avg_c,EEG 62-bc_avg_c,EEG 63-bc_avg_c,EEG 64-bc_avg_c,EEG 65-bc_avg_c,EEG 66-bc_avg_c,EEG 67-bc_avg_c,EEG 68-bc_avg_c,EEG 69-bc_avg_c,EEG 70-bc_avg_c,EEG 71-bc_avg_c,EEG 72-bc_avg_c,EEG 73-bc_avg_c,EEG 74-bc_avg_c,EEG 75-bc_avg_c,EEG 76-bc_avg_c,EEG 77-bc_avg_c,EEG 78-bc_avg_c,EEG 79-bc_avg_c,EEG 80-bc_avg_c,EEG 81-bc_avg_c,EEG 82-bc_avg_c,EEG 83-bc_avg_c,EEG 84-bc_avg_c,EEG 85-bc_avg_c,EEG 86-bc_avg_c,EEG 87-bc_avg_c,EEG 88-bc_avg_c,EEG 89-bc_avg_c,EEG 90-bc_avg_c,EEG 91-bc_avg_c,EEG 92-bc_avg_c,EEG 93-bc_avg_c,EEG 94-bc_avg_c,EEG 95-bc_avg_c,EEG 96-bc_avg_c,EEG 97-bc_avg_c,EEG 98-bc_avg_c,EEG 99-bc_avg_c,EEG 100-bc_avg_c,EEG 101-bc_avg_c,EEG 102-bc_avg_c,EEG 103-bc_avg_c,EEG 104-bc_avg_c,EEG 105-bc_avg_c,EEG 106-bc_avg_c,EEG 107-bc_avg_c,EEG 108-bc_avg_c,EEG 109-bc_avg_c,EEG 110-bc_avg_c,EEG 111-bc_avg_c,EEG 112-bc_avg_c,EEG 113-bc_avg_c,EEG 114-bc_avg_c,EEG 115-bc_avg_c,EEG 116-bc_avg_c,EEG 117-bc_avg_c,EEG 118-bc_avg_c,EEG 119-bc_avg_c,EEG 120-bc_avg_c,EEG 121-bc_avg_c,EEG 122-bc_avg_c,EEG 123-bc_avg_c,EEG 124-bc_avg_c,EEG 125-bc_avg_c,EEG 126-bc_avg_c,EEG 127-bc_avg_c,EEG 128-bc_avg_c,Cz-bc_avg_c
1b_b3005,1.879701,3.407388,4.314097,3.433415,4.38731,5.697619,-2.313906,3.268459,4.725671,8.262631,2.906071,4.477321,2.476314,3.735246,4.332829,3.408048,4.594659,4.298902,1.617207,3.832349,3.938387,5.437544,6.601898,1.995669,4.367764,5.512429,6.377578,3.836501,2.699327,-0.237541,2.265038,2.334665,5.548448,1.927319,2.272549,0.898189,3.101116,0.643905,-1.198602,1.727917,1.125829,2.104087,0.450933,-3.903826,0.331403,1.553696,1.893077,-1.351372,-2.23507,0.484482,0.479013,-0.932588,-1.028211,-2.131644,5.089363,0.806762,0.964513,-5.861646,-1.578548,-0.261576,2.830088,-0.063411,-9.142138,-9.043004,-8.162897,-6.613103,-6.278315,-4.122471,-4.401018,-4.628947,-3.739673,-0.584681,-5.388735,-6.184179,-7.03933,-3.254955,-4.946134,-2.924296,4.14831,5.38964,-4.017045,-3.40414,-3.559531,-3.465958,-1.840409,3.14501,2.576121,-1.270572,-3.551103,-3.410793,-2.891206,-3.446379,1.362996,-4.238533,-3.703878,-3.63449,-4.319351,-1.00646,-3.402891,-8.282144,-8.651091,-1.364791,0.432566,5.084232,1.42517,3.89224,-13.335747,-3.77109,0.78322,3.080757,2.427377,4.042769,-6.367577,-4.587209,-1.212724,1.319934,2.252849,4.127061,-3.481342,0.330456,-6.069077,2.563809,2.338643,3.756549,1.031773,1.764632,0.64307,0.7384,4.525029
1b_b3006,2.254614,3.45007,2.812767,3.099642,3.477555,3.467205,0.813433,7.256415,4.986244,3.717408,4.535068,1.484249,-1.521849,3.952431,5.292258,4.825421,8.331556,3.983986,2.886565,-0.988413,6.3914,4.168765,2.604239,-0.698613,5.576372,2.477946,-1.421548,-1.32684,-0.766975,-0.338513,2.631176,1.455109,-2.288379,-1.414777,-2.038939,-0.28018,-4.76207,2.246713,-3.215162,-3.14416,-1.427122,-2.516814,-1.680746,-0.519824,-7.06623,-3.55222,-3.035646,-5.632638,-0.846283,-5.14648,-5.891031,-2.545492,-0.375693,-0.759231,3.005989,-4.994953,-6.854589,-7.630088,-4.808635,-0.061591,2.575976,2.001017,-9.241997,-8.486109,-7.364384,-5.568555,1.698287,-6.062007,-5.47703,-5.376146,0.58116,1.860419,-3.139113,-4.599298,-0.25459,0.197845,2.350651,3.144652,3.940751,3.769815,-0.676147,-0.302375,-0.448285,-0.805583,-1.453232,4.55099,4.615541,-0.40297,-2.053086,-1.268709,-0.875119,-1.347188,2.305846,-2.619257,-0.902052,0.072608,-0.075247,4.573296,-0.393212,0.902699,0.397069,1.386955,1.743021,2.374851,3.892344,3.700738,0.38126,1.017187,1.153371,1.418668,1.050228,3.949109,-1.363082,0.217303,0.999864,1.220229,2.742011,0.849865,-2.457667,-1.930541,0.439533,1.334384,1.368506,0.528917,-0.436337,3.310524,-11.826327,-3.380664,4.335954
1b_b3007,2.705503,4.15137,3.639433,2.864899,2.1105,1.206265,1.87212,7.744868,4.472239,3.409858,2.841465,2.001982,1.847495,4.340649,4.562734,3.451754,3.826641,2.799047,1.826531,1.554071,4.449355,3.134886,2.695234,1.789186,4.31597,2.364567,1.476793,0.761913,1.136108,1.325881,1.211345,1.11772,1.554834,1.639345,0.546726,0.246673,1.463315,0.364136,0.296972,0.041203,-0.341575,-0.45533,-1.137633,1.982335,0.039645,0.050625,-1.333239,-3.016755,-2.476957,-3.984406,-3.830614,-1.292644,-0.377927,-0.108012,1.913405,-4.291432,-4.040152,-4.247601,-2.146825,-1.071806,0.982775,0.367874,-2.97652,-4.326914,-4.708806,-1.819047,-0.691836,-4.548093,-4.169627,-4.288558,-1.442237,-0.836169,-3.667839,-4.638178,-4.53202,-1.363805,0.663921,0.366606,1.359495,2.078989,-0.43905,-5.878363,-4.232957,-2.665606,-0.570188,0.497984,1.473113,-3.929239,-4.732505,-4.856665,-4.040627,-0.10914,0.261208,-5.94741,-3.273739,-5.903123,-2.149252,-0.084081,-6.020514,-2.76719,-3.139755,-0.85523,0.255424,0.742018,2.00238,1.718601,-4.011395,-0.972098,0.124847,0.661478,2.146128,2.158397,-0.237834,1.982335,1.032678,1.343783,2.368067,2.526803,1.106645,0.870161,1.105954,1.455727,2.420645,2.823633,2.576678,1.982335,1.982335,0.409565,1.982335
1b_b3008,0.250995,-0.495633,-0.845823,-0.416211,0.796789,0.421164,0.79598,-2.003372,-1.370104,-0.587466,-0.517931,-0.274774,0.393895,-1.985711,-1.957799,-1.173165,-2.521901,-1.910987,-1.664051,-0.721177,-3.746213,-2.665042,-1.727751,-0.614553,-8.651787,-1.187742,-0.738427,0.695014,1.607692,1.775843,0.773153,-1.102697,-0.082166,1.060582,0.79806,0.871327,1.704342,-0.013792,-0.351747,0.347452,1.192885,0.90797,-0.132094,-0.092641,-0.649059,-0.27854,0.360109,-3.74941,-2.127922,-1.305923,-0.562315,0.582467,1.147872,1.62766,1.63571,-2.773991,-2.748851,-1.800382,0.033573,0.590922,1.282302,1.291689,-4.838818,-4.454209,-1.789902,-0.15622,0.944539,-2.335558,-4.144574,-1.811633,0.393856,0.479547,-3.396304,-2.756146,-0.095302,1.120134,2.15989,2.165525,2.65263,1.865641,-2.914051,-1.360176,1.824588,3.685965,4.308238,3.068144,2.53725,-2.271408,-0.935157,5.402678,4.421205,3.377519,2.894934,-1.98743,0.230895,4.480787,2.645782,2.901162,-2.038196,-0.922668,0.74081,1.559578,2.690605,2.460913,1.574241,1.139251,-0.261261,-0.334344,0.99715,1.382859,1.30211,1.214265,-0.350538,-0.400782,-0.750289,0.977206,0.854341,0.500687,0.85234,-0.488569,-0.937237,0.053149,0.523023,0.189071,-0.067832,0.917276,0.009651,-0.431002,1.333874
1b_b3013,0.992955,-0.705128,-0.664827,-1.561104,-1.635386,-1.272324,-1.339096,-1.423335,-0.496393,-1.386552,-1.386024,-0.923422,-0.831338,-1.005609,-0.655727,-1.442744,-0.394774,-0.609563,-0.947699,-0.996716,-1.331677,-0.796373,0.20283,-1.317435,-0.093705,0.206586,0.267279,-1.439696,-0.938634,-1.005272,-0.89022,0.114019,-0.167188,-0.396653,-0.882442,-0.643693,-0.323961,0.827656,1.365949,-0.055318,-0.311668,-0.354403,1.221529,1.48004,0.036114,-0.067201,-0.846685,-0.720406,-0.720315,-0.417308,0.093761,-0.399741,-0.199598,-0.106744,-0.729944,1.242813,-1.052085,0.047066,-0.823589,-0.158308,-0.443879,1.031289,0.589042,1.152617,-1.553765,-0.937024,0.194796,1.023713,1.938868,-0.355418,0.040269,2.241385,0.575978,0.818884,1.186269,2.39055,1.545336,2.787277,-0.197037,-1.127758,0.333679,1.919192,1.790899,3.788314,1.264642,-0.11272,-0.426362,1.753628,1.749546,0.987186,0.977029,0.494997,-0.063411,1.794783,1.125232,0.713897,0.711761,-0.156274,3.050413,1.76509,1.043851,-0.187696,-0.204348,-1.09031,-1.461276,-1.526544,1.368543,0.536002,-0.614324,-0.860966,-1.440598,-1.674873,-0.720406,1.24162,-0.561788,-1.57275,-2.38514,-2.033206,1.271354,1.205047,1.196132,-0.394956,0.496397,-1.317807,1.215288,1.01283,-0.165455,0.752298,-0.720406
1b_b3014,-0.156429,-0.254955,-0.132607,-1.684742,-0.57195,-1.018565,-0.281953,1.273206,1.077358,-1.169613,-0.480821,-0.131998,-1.810391,1.539426,0.897973,-0.35684,1.853289,-0.419152,0.076502,-1.185009,0.928875,0.695632,0.012635,-0.676565,0.547451,0.461556,-0.952627,-0.97363,-0.991779,-1.096442,-0.292392,-1.006869,-1.033627,-1.378525,-1.468942,-1.259199,-0.523012,-0.85694,-2.670899,-1.622242,-2.063281,-0.886347,-1.24689,-2.029742,-1.937375,-3.262105,-2.450562,-1.293962,-1.182017,-2.759435,-2.586106,-1.889489,-0.682064,-0.029203,0.882959,-0.146626,-3.585984,-4.311572,-4.573834,-2.241353,-0.259394,0.41991,-1.877085,-4.021646,-5.102602,-4.96733,-1.60734,-2.891549,-2.475214,-4.792291,-2.882565,0.40737,-0.666737,-0.0846,0.247971,2.807378,3.463021,3.228668,3.207992,1.280254,-0.616122,-2.097461,2.727458,5.101966,5.294571,5.154561,2.710503,-1.023271,0.186918,4.049699,6.141399,5.848452,5.265973,-0.706693,-0.285561,3.354692,5.953676,4.897465,-0.870525,-0.707454,-0.359354,1.881391,3.837344,3.214533,1.542171,0.25094,-1.481129,-0.250508,2.753239,2.852779,1.882376,0.25605,-0.133257,-1.235821,0.591954,3.067232,0.458055,-0.912415,0.536597,1.621858,0.992369,0.247736,0.929764,-0.101111,1.114214,-0.172627,-0.133257,-1.562519,-0.133257
1b_b3015,0.986102,1.69499,1.057008,1.313233,1.146766,1.043385,0.396919,4.41349,4.956978,2.749291,1.551291,3.328815,1.005393,7.708058,4.588327,2.94869,7.047377,3.776334,2.657362,1.64735,6.518245,4.966994,3.449538,1.453671,7.138067,3.301752,1.666068,0.769134,-0.578228,0.189019,-0.220787,3.076102,1.782443,0.776894,-0.329818,-0.059292,-0.515799,2.000675,0.178467,-0.238541,-0.171436,-0.667029,1.530957,1.341555,-0.396446,0.077878,-0.594333,1.150156,1.648768,-6.344215,-1.86156,-2.743758,-1.437451,-0.745153,-0.259079,-0.755566,-2.573008,-2.529298,-2.710515,-2.72797,-1.873639,-2.556757,-2.480363,-2.216284,-2.34793,-3.208713,-2.841149,-2.666284,-3.585799,-4.370566,-3.290257,-3.81092,-1.47366,-3.276647,-4.782329,-3.615263,-2.753922,-1.726448,-0.922859,-0.463276,-2.185097,-2.227661,-3.163898,-1.597265,-0.9072,-1.181085,-0.932634,-0.924602,-1.96513,-2.064466,-1.468869,-0.264547,-0.770701,-2.952636,-1.640605,-1.678085,-0.483045,-0.422753,-2.093717,-3.115851,-0.35108,-1.396312,0.242062,-0.646043,-0.316997,0.33129,0.590923,-0.298003,-0.446036,-0.031923,0.244424,0.88986,0.911253,1.633205,1.26115,1.255306,0.527977,1.097909,2.276483,0.070784,-0.786813,1.347868,1.047588,0.18651,0.993066,1.29363,1.833035,2.165012,-0.197463
1b_b3016,0.008541,2.00979,-2.708311,-3.461449,-4.519285,-4.904825,-4.49527,-0.047802,-2.613168,-3.374594,-3.988735,-4.709534,-3.674111,-1.740089,-2.781245,-3.758004,-3.606568,-3.383663,-4.035305,-3.511238,-1.501708,-2.477133,-3.209145,-3.665793,-3.603148,-2.329469,-3.117093,-3.724289,-4.578085,-4.005592,-4.29255,-1.876629,-2.632268,-3.403086,-2.113268,-4.423748,-4.946232,0.183163,2.677223,-0.580891,-0.823445,-0.034018,0.196225,1.161888,1.52427,0.18617,0.44252,-3.606568,-1.239243,3.463832,2.345084,0.45447,-1.745764,-1.070974,-2.226344,7.08506,3.454317,4.633929,3.815294,1.810619,4.12559,2.803521,4.398175,6.34039,4.115831,4.240345,3.534778,3.38308,6.30905,5.388614,4.107392,3.000225,4.173598,5.018518,3.709142,3.281627,2.608941,1.253224,-1.224168,-4.105313,3.858356,4.119524,4.506453,5.081769,2.618012,-1.690925,-3.022638,3.400363,5.69023,4.997406,4.611797,0.934032,-0.632472,6.411515,5.79002,5.598545,2.462758,0.154093,3.840972,4.685925,3.14255,-0.027805,-1.075585,-3.318333,-3.289094,-3.926364,3.165914,1.640627,-1.318654,-4.282737,-4.407827,-3.593161,2.152624,-4.210114,1.493408,-3.759621,-3.626405,-2.75953,1.032375,2.113339,0.50156,-1.867362,-2.841914,-2.22295,0.909117,-4.674464,1.405311,0.460655,-3.606568
1b_b3021,-0.180074,1.141752,3.094769,3.203605,3.386564,3.891708,3.974528,1.923236,2.759617,2.648227,2.912493,3.380261,3.362646,2.407579,2.768959,2.838049,1.603446,2.600426,3.109995,3.151546,2.315911,2.123029,2.179919,2.40079,1.556821,1.324831,1.564999,2.156317,2.43758,2.835408,3.699617,-0.830254,0.240509,0.201779,1.100192,2.250352,3.508269,-2.438197,-1.853422,-0.385781,0.975481,1.812558,-3.146579,-4.084396,-3.600464,-0.870403,0.103779,-4.737813,-4.637791,-4.80853,-1.924665,0.575192,2.981555,3.800153,4.306052,-5.537199,-7.036957,-6.720166,-0.843826,1.840794,2.875234,3.88144,-8.000859,-10.558459,-6.850144,-0.362155,3.340665,-8.020609,-10.397677,-5.079643,1.625578,3.101664,-7.536125,-6.5882,-0.196389,2.990713,3.193947,3.97003,4.104465,4.229926,-6.821153,-4.493869,1.022634,2.63832,4.228665,4.396528,4.208699,-6.213781,-5.915838,-0.518281,2.125445,2.47218,3.20997,-6.800548,-7.663689,-2.582476,1.21271,1.904995,-7.227412,-6.04151,-2.64292,0.622229,1.79172,3.16067,3.597784,4.348542,-6.195483,-1.461516,0.150449,2.205385,3.341457,3.893886,-4.048584,-2.373041,-0.786284,1.248072,2.13624,3.624161,-3.207626,-2.040218,-1.478858,0.675776,1.607846,2.745737,-1.371367,-1.243658,-2.041356,-2.545217,4.6064
1b_b3022,-0.90356,3.057609,2.106203,3.151922,2.541987,0.307499,0.105653,6.496603,4.702377,2.820088,0.847564,-1.937681,-0.432251,1.954525,3.515996,3.224596,1.440387,0.121617,-0.053155,-1.832974,0.165027,-0.856574,-1.775031,-2.107234,-1.584365,-3.150609,-1.927692,-1.265499,-0.395092,0.318666,-0.837185,-1.806187,-2.211325,-1.580675,0.933502,0.88113,0.154617,-2.777795,-1.999541,0.283812,0.699418,0.473561,0.725664,0.859806,-0.025186,0.113467,0.243343,0.537166,0.445921,-0.293326,-0.472765,-0.292773,0.112261,1.226924,1.291551,-0.854082,-1.051553,-0.326641,0.188452,0.204174,1.232828,0.954699,0.252911,-0.446533,0.585961,0.182024,1.723948,0.512143,0.806351,2.527112,1.765308,0.154345,2.420852,2.577146,0.265311,0.024327,-1.389295,2.552978,0.464667,1.970351,0.386656,0.553586,-0.555991,-3.191236,-1.426807,0.090356,1.431113,-0.996733,-1.649232,-5.268245,-3.370038,-0.001471,0.702376,-2.152073,-3.391002,-3.418862,-0.262039,0.275757,-3.404638,-2.592458,-1.53093,-0.379088,0.246202,0.319126,1.396722,1.318225,-1.720322,-0.179408,0.322767,0.208491,0.554837,1.406364,-3.078907,-3.083754,0.029737,1.075995,1.603355,1.918912,-3.568565,-2.42836,-0.888387,1.301303,2.400022,1.887654,0.652544,-1.436118,-1.839935,-1.379382,0.47211
1b_b3024,1.771911,3.049044,2.854065,3.881701,2.826132,2.577396,2.019272,2.502247,3.326386,2.848368,2.393457,2.005224,1.944515,1.836733,1.939209,2.31547,1.630657,1.771223,1.658779,1.214613,1.4269,0.874292,1.0078,1.535593,-0.035914,-0.328731,-0.120323,0.934218,0.488286,1.019705,2.847461,-0.920217,1.198903,-0.219963,0.560378,1.082394,1.857621,-2.076459,-1.460976,-0.641798,-0.057839,-0.293116,-1.804868,-2.656096,-3.99551,-1.944646,-1.469727,-5.755368,-3.851921,-6.347054,-3.521762,-1.459298,0.326318,2.316336,3.484558,-6.033058,-7.69046,-9.776639,-4.577457,-0.982445,2.094358,0.933967,-7.047028,-7.587554,-8.981239,-4.251737,0.347045,-7.307352,-5.880665,-5.16428,-1.032942,1.305365,-5.935295,-4.290368,-0.983928,1.098113,1.564639,3.383744,3.145778,3.298937,-3.915133,-3.834189,-3.58345,1.637126,3.014517,3.471311,3.151067,-3.569429,-3.903191,-2.778803,2.00357,3.330931,2.79482,-2.792063,-3.388795,-1.514161,1.197536,2.500168,-2.388213,-0.133812,-0.640884,1.890112,2.743906,2.455992,3.182855,3.346242,-1.22343,0.639682,2.400801,2.560074,3.150066,3.081936,0.753302,1.023695,1.933435,2.048316,2.97751,3.28578,1.264777,1.014692,1.260391,2.11388,3.258942,3.457369,1.781114,1.833384,-1.963548,-1.894722,2.94944
1b_b3029,-0.91524,1.173753,2.850524,2.006044,3.142116,3.035117,1.650549,3.554888,5.709382,3.981347,4.562742,3.851111,1.94746,7.612939,6.16192,5.121459,6.145041,5.07263,4.104825,2.337236,6.935064,5.672887,4.169688,2.679902,4.686783,4.055681,2.371411,1.958178,0.894201,0.811641,0.992323,2.175373,0.889772,0.641215,0.644252,0.360912,0.952571,-0.386372,-1.296201,-0.772032,-0.473297,-0.505381,-0.795899,-1.729217,-1.798836,-1.494909,-1.201669,-2.849237,-1.936701,-3.792093,-1.969111,-0.898192,-0.442178,0.155413,0.922787,-4.638682,-4.665458,-2.571192,-3.009413,-1.197273,-0.280217,-0.722949,-1.901649,-1.984349,-1.97999,-2.188166,-1.324084,-1.446861,-1.718511,-2.43646,-2.153623,-1.295209,-1.044926,-1.197634,-1.674682,-1.247598,-1.367576,-0.687553,0.578026,1.545544,-1.095297,-1.585818,-1.392438,-1.504547,-1.553573,-0.312223,0.904793,-1.26448,-1.619097,-1.128782,-3.858699,-2.092294,-0.695482,-1.292359,-2.178256,-3.303038,-2.910396,-2.268316,-1.460313,-1.971934,-2.348136,-2.968795,-1.732039,0.594128,1.333234,1.959532,-1.922232,-3.234307,-1.540133,-0.668021,1.363956,2.685204,-2.611105,-1.924596,-2.977247,-0.698261,1.037315,2.419979,-2.921737,-2.119082,-1.85159,-1.06043,1.006952,1.936964,-1.527713,-1.400693,-0.948868,-0.948241,1.524427
1b_b3030,-2.578585,-1.294539,-0.08699,-0.029409,0.295869,1.376781,1.641362,-1.532539,-0.822956,-0.282147,1.301028,1.191765,1.210764,-1.58224,-0.268326,0.428737,-1.658527,0.494783,0.707838,0.485817,-0.757751,0.092026,0.167754,0.062738,-0.837316,-0.685244,-0.193784,0.334861,1.01173,0.977231,0.622826,-2.229569,-0.123295,0.221506,0.877661,1.029954,1.851922,-1.956991,-2.167863,0.449303,0.506561,0.447427,-0.074564,-0.037234,-0.367402,-0.074476,-0.016425,-0.032707,-1.744017,-4.537918,-2.144778,-1.623995,-0.114367,-0.068164,1.840142,-1.637817,-1.615456,-1.490026,-1.204445,-0.657935,-0.051154,1.317163,-1.940707,-1.477109,-0.684956,-0.59246,-0.807631,-1.278672,-1.172614,-0.848959,-0.887623,0.957793,0.172499,0.155161,0.722379,1.104588,1.054654,1.746415,1.754564,1.779371,0.66613,1.07581,0.98531,1.548019,1.320021,1.965903,1.296971,0.819847,1.194868,1.455825,1.336976,0.99705,0.704545,1.242275,1.423717,1.318108,0.927422,0.672444,1.48877,0.387853,0.341234,0.370661,0.471616,0.893438,0.421348,1.01075,-0.223119,0.260739,0.161322,0.639792,0.365569,1.750772,-0.744301,-1.203475,-0.222664,-0.056187,0.000008,0.226813,-3.479294,-1.814067,-1.94839,-1.676406,-0.281087,-0.163778,2.251791,-2.419068,-2.398494,-1.686613,2.201932
1b_b3031,3.19793,4.118617,3.616701,3.364032,2.356231,2.736625,0.610787,3.295692,3.457027,3.458563,4.228259,5.703702,-0.889617,4.255934,4.543634,4.044447,4.056427,1.242129,1.681563,0.085428,4.798598,2.141114,1.740365,-0.230074,2.139497,0.75995,-0.004382,3.917645,-1.9082,-4.126721,-2.8022,1.390991,-0.463342,0.227617,-1.096893,-4.399214,-2.413821,0.351506,0.018837,-1.060598,-5.776796,-2.201448,-0.699174,-0.550849,-0.201111,-1.796149,-2.259133,-2.38268,-4.198132,-1.925789,-2.486944,-2.822652,-3.777216,-2.544648,-1.434345,-1.709917,-1.990701,-1.895077,-3.091611,-1.42629,-2.973717,-3.743798,-2.994525,-3.331449,-3.306928,-2.999277,-2.443195,-1.678564,-3.823534,-3.575735,-2.401968,-3.846624,-3.082345,-2.86393,-2.935977,-3.138927,-3.602136,-2.14788,-0.601881,0.65168,-3.590125,-3.317361,-4.347881,-2.043153,-2.649771,-0.273028,1.124302,-3.191775,-3.466134,-2.525968,-1.130758,-1.60186,1.211613,-2.089149,-1.772978,-1.10585,4.783282,3.294771,-0.81352,10.007684,8.793556,3.623583,3.029797,0.770917,1.946859,2.34112,2.011999,0.710931,0.486387,1.244936,2.15334,1.489152,-0.378894,0.659985,1.887064,1.705335,1.841488,2.444951,2.447925,2.163395,1.396689,2.01822,2.32754,2.444131,1.900674,1.111317,0.798263,1.204301,0.789281
1b_b3032,1.97448,3.330338,4.108027,3.445483,2.943082,3.127107,3.008291,3.224755,3.06043,2.996113,3.701072,3.187016,3.65901,3.95469,3.306776,3.040738,4.427961,3.399437,3.743715,2.648188,4.30035,3.960987,3.7869,2.498089,3.59585,3.147809,2.92739,3.406147,2.498456,2.32337,3.263682,1.300694,2.584022,2.839376,2.694393,2.41562,1.890282,0.257657,0.44899,1.14352,1.661725,1.68588,-1.351457,-1.195793,-2.697646,-0.150792,1.259095,-2.903273,-5.199659,-5.830668,-2.983611,0.609093,0.613768,2.425653,2.541103,-4.01698,-6.131282,-7.468398,-3.790738,0.339571,2.100829,1.869515,-4.468409,-7.345761,-9.522859,-5.872679,0.159323,-5.085509,-6.284611,-5.75473,-1.203271,-0.784929,-5.091413,-4.707807,-2.138779,-1.32128,-0.216196,2.112593,2.849706,2.712264,-6.006621,-4.94938,-5.951405,-5.292935,0.121602,2.47037,2.880505,-5.700825,-6.293019,-9.412765,-2.820256,1.303611,2.580027,-5.77571,-5.205695,-6.211581,-0.839681,2.446411,-3.855191,-5.08212,-2.439416,1.01348,2.513173,3.00884,2.769163,2.653541,-3.869756,-0.360169,1.252201,2.637156,2.577929,2.746994,-2.821182,-0.685118,1.332289,1.547145,2.766085,2.180276,-1.098877,-0.402503,-0.149733,1.689414,2.441596,2.885026,-0.353841,0.234193,-2.049473,-0.222381,2.80672
1b_b3037,-0.150153,2.88489,1.160371,2.158471,2.20272,2.178124,2.235065,6.277741,3.450514,2.99378,1.949057,0.521328,1.845699,2.411582,2.207811,2.85548,2.642151,1.768425,0.369221,1.732594,4.422487,1.219808,0.710185,0.852355,0.323795,-0.470362,-1.122474,1.627029,1.774379,1.738504,3.659134,-2.624655,-1.579063,-0.83231,2.282506,2.347965,3.377128,-2.726134,-1.744551,0.76425,1.493747,2.443141,-4.713651,-4.132156,-1.05351,-0.555995,0.209506,-8.102886,-4.511559,-2.630833,0.886295,1.752787,3.197082,4.806004,4.221683,-7.171504,-5.34934,2.54342,1.884156,2.632133,3.912631,3.291356,-8.130205,-5.15795,0.303688,2.07422,3.440616,-8.744581,-6.675051,-0.731714,4.36058,3.852459,-7.493656,-5.828012,-1.217679,2.1619,1.555046,4.893624,4.907155,2.778192,-6.717098,-4.938958,-1.263981,0.116856,2.073823,4.123405,3.622259,-9.596841,-7.86321,-0.771591,1.93151,1.890534,3.30658,-9.4002,-6.344758,0.637263,1.083593,2.575459,-10.556727,-9.355248,-2.570016,2.106125,-0.202011,3.258178,3.316972,2.730206,-7.544986,-1.29371,1.853056,3.316934,3.209216,2.551524,-1.461903,-3.942044,-2.006536,2.096689,3.820382,2.664252,-3.713684,-3.004616,1.752977,0.767669,2.815032,3.042956,-0.499356,-3.094655,-4.150675,-1.220035,1.7534
1b_b3039,2.571434,4.241148,2.79247,2.059425,2.101629,2.394286,2.102411,4.583393,3.780982,3.764383,2.432767,1.933497,2.490442,-2.194097,4.283092,3.049495,-0.142247,2.683486,3.05941,2.746916,0.329783,2.433455,2.488707,1.271759,-1.694347,2.502248,0.851931,1.302781,0.708278,0.523974,3.176974,1.731581,1.198232,1.094537,1.432635,1.698856,1.316543,-0.373011,0.743173,-0.573871,0.600011,-0.910779,-0.218166,0.282041,1.110118,-0.061022,0.291745,4.114581,-0.26396,-1.786887,-2.504401,-0.624635,0.095199,3.379852,1.980008,-0.201232,-1.659535,-4.083392,-3.88525,-0.966703,0.380424,-3.309441,-2.720116,-1.640451,-2.881117,-2.473278,-2.099617,-1.423342,-1.818858,-3.23682,-2.483662,-2.918679,-1.085848,-1.127983,-2.703946,-4.596816,-2.692656,-0.37027,-0.895662,0.245124,0.658682,-0.421235,-3.74257,-6.287378,-1.884395,-0.2102,0.306864,-2.204336,-3.728807,-6.209743,-3.010675,-0.630154,0.283277,-3.582111,-5.185084,-4.188154,-2.749012,-0.470248,-2.018908,-3.861355,-3.722385,-1.267406,0.955087,-0.212645,2.788771,2.618553,-2.105756,-1.672727,2.037366,0.854261,2.505079,1.59655,-0.012926,-0.657059,0.643574,1.641383,2.83221,1.866671,-1.612201,-1.859978,1.507909,1.9181,4.040583,2.955466,0.520587,0.947866,0.630428,-0.300807,1.965871